book_id,isbn,title,original_title,original_publication_year,language_code,genre
220,0316043133,Twilight: The Complete Illustrated Movie Companion,Twilight: The Complete Illustrated Movie Companion,,eng,Desconocido
221,1558743669,"A Child Called 'It'"" (Dave Pelzer #1)""","A Child Called 'It'"": One Child''s Courage to Survive""",1995.0,eng,Memorias
222,0752864327,"The Bourne Identity (Jason Bourne, #1)",The Bourne Identity,1980.0,eng,Thriller
223,0786817879,"Artemis Fowl (Artemis Fowl, #1)",Artemis Fowl,2001.0,eng,Juvenil
224,0385738935,"Fallen (Fallen, #1)",Fallen,2009.0,eng,Juvenil
225,0142000655,East of Eden,East of Eden  ,1952.0,eng,Clásicos
226,0307341569,Dark Places,Dark Places,2009.0,eng,Thriller
227,0385339089,The Client,The Client,1993.0,eng,Thriller
228,0312291639,"The Nanny Diaries (Nanny, #1)",The Nanny Diaries,2002.0,eng,Ficción
229,0451527747,Alice's Adventures in Wonderland & Through the Looking-Glass,Alice's Adventures in Wonderland,1865.0,eng,Clásicos
230,0192802631,Persuasion,Persuasion,1817.0,eng,Clásicos
231,0312370830,Sarah's Key,Elle s'appelait Sarah,2007.0,eng,Ficción histórica
232,0452284694,"The Gunslinger (The Dark Tower, #1)",The Gunslinger,1982.0,eng,Fantasía
233,140003468X,Love in the Time of Cholera,El amor en los tiempos del cólera,1985.0,eng,Clásicos
234,014131088X,Speak,Speak,1999.0,eng,Juvenil
235,0399159347,The Husband's Secret,The Husband's Secret ,2013.0,eng,Ficción
236,0385494785,Into Thin Air: A Personal Account of the Mount Everest Disaster,Into Thin Air: A Personal Account of the Mt. Everest Disaster,1997.0,eng,Memorias
237,1416524304,Carrie,Carrie,1974.0,,Terror
238,031242227X,Running with Scissors,Running with Scissors,2002.0,eng,Memorias
239,0307346609,World War Z: An Oral History of the Zombie War,World War Z: An Oral History of the Zombie War,2006.0,eng,Terror
240,0385537859,"Inferno (Robert Langdon, #4)",Inferno,2013.0,eng,Thriller
241,0440227534,Number the Stars,Number the Stars,1989.0,eng,Infantil
242,0446692638,"Along Came a Spider (Alex Cross, #1)",Along Came a Spider,1993.0,eng,Thriller
243,0450417395,Misery,Misery,1987.0,eng,Terror
244,0307341542,Sharp Objects,Sharp Objects,2006.0,eng,Thriller
245,0439366771,Bridge to Terabithia,Bridge to Terabithia,1977.0,eng,Infantil
246,0312360266,"Marked (House of Night, #1)",Marked,2007.0,eng,Juvenil
247,0743269519,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,The 7 Habits of Highly Effective People,1989.0,eng,Autoayuda
248,0743477545,A Midsummer Night's Dream,A Midsummer Night's Dream,1595.0,eng,Clásicos
249,0618711651,Extremely Loud and Incredibly Close,Extremely Loud and Incredibly Close,2005.0,eng,Ficción
250,0375869026,Wonder,Wonder,2012.0,eng,Juvenil
251,039480001X,The Cat in the Hat,The Cat in the Hat,1957.0,eng,Infantil
252,0312641893,"Cinder (The Lunar Chronicles, #1)",Cinder,2012.0,eng,Ciencia ficción
253,0316206849,"The Cuckoo''s Calling (Cormoran Strike, #1)",The Cuckoo's Calling,2013.0,eng,Misterio
254,0545123267,"Shiver (The Wolves of Mercy Falls, #1)",Shiver,2009.0,eng,Juvenil
255,0452011876,Atlas Shrugged,Atlas Shrugged,1957.0,eng,Ficción
256,0143038257,Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,Three Cups of Tea ,2006.0,eng,Memorias
257,0517223627,Alice in Wonderland,,1865.0,eng,Infantil
258,0143034901,"The Shadow of the Wind (The Cemetery of Forgotten Books,  #1)",La sombra del viento,2001.0,eng,Ficción
259,0385738757,"The Scorch Trials (Maze Runner, #2)",The Scorch Trials,2010.0,eng,Ciencia ficción
260,,How to Win Friends and Influence People,How to Win Friends and Influence People,1936.0,eng,Autoayuda
261,0767900383,Under the Tuscan Sun,Under the Tuscan Sun,1996.0,eng,Memorias
262,0399167064,Big Little Lies,Big Little Lies,2014.0,eng,Misterio
263,0590920685,Ella Enchanted,Ella Enchanted,1997.0,eng,Juvenil
264,0743297334,The Sun Also Rises,The Sun Also Rises,1926.0,eng,Clásicos
265,0061120073,A Tree Grows in Brooklyn,A Tree Grows In Brooklyn ,1943.0,eng,Clásicos
266,0446677388,"Kiss the Girls (Alex Cross, #2)",Kiss the Girls,1995.0,eng,Thriller
267,0312577222,The Nightingale,The Nightingale,2015.0,eng,Ficción histórica
268,1400078776,Never Let Me Go,Never Let Me Go,2005.0,eng,Ciencia ficción
269,0786890754,P.S. I Love You,"PS, I Love You",2003.0,eng,Romántica
270,1844080382,Rebecca,Rebecca,1938.0,eng,Clásicos
271,0156030306,Flowers for Algernon,Flowers for Algernon,1966.0,eng,Ciencia ficción
272,0552995878,Like Water for Chocolate,Como agua para chocolate,1989.0,eng,Ficción
273,0812968069,Snow Flower and the Secret Fan,Snow Flower and the Secret Fan,2005.0,eng,Ficción histórica
274,0451205766,The Godfather,The Godfather,1969.0,eng,Ficción
275,0525476881,An Abundance of Katherines,An Abundance of Katherines,2006.0,eng,Juvenil
276,0553803719,Foundation (Foundation #1),Foundation,1951.0,eng,Ciencia ficción
277,0062255657,The Ocean at the End of the Lane,The Ocean at the End of the Lane,2013.0,eng,Fantasía
278,0060513063,A Light in the Attic,A Light in the Attic,1981.0,eng,Poesía
279,0751565350,"Harry Potter and the Cursed Child - Parts One and Two (Harry Potter, #8)","Harry Potter and the Cursed Child, Parts One and Two",2016.0,eng,Fantasía
280,0061726834,"Delirium (Delirium, #1)",Delirium,2011.0,eng,Juvenil
281,0385339704,The Pelican Brief,The Pelican Brief,1992.0,eng,Thriller
282,0061139378,Coraline,Coraline,2002.0,eng,Juvenil
283,0060853980,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch","Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",1990.0,eng,Fantasía
284,0140042598,On the Road,On the Road,1955.0,eng,Clásicos
285,1476729085,"The Rosie Project (Don Tillman, #1)",The Rosie Project,2013.0,eng,Romántica
286,0446579939,The Lucky One,The Lucky One,2008.0,eng,Romántica
287,0451191153,The Fountainhead,The Fountainhead,1943.0,eng,Ficción
288,0425172902,"The Hunt for Red October (Jack Ryan Universe, #4)",The Hunt for Red October,1984.0,,Thriller
289,038039586X,"Watership Down (Watership Down, #1)",Watership Down,1972.0,eng,Fantasía
290,0307886263,Is Everyone Hanging Out Without Me? (And Other Concerns),Is Everyone Hanging Out Without Me? (And Other Concerns),2011.0,eng,Memorias
291,0375414495,Cutting for Stone,Cutting for Stone,2009.0,eng,Ficción
292,006112527X,"The Voyage of the Dawn Treader (Chronicles of Narnia, #3)",The Voyage of the Dawn Treader,1951.0,eng,Fantasía
293,0753453800,Treasure Island,Treasure Island,1882.0,eng,Clásicos
294,1423140591,"The Son of Neptune (The Heroes of Olympus, #2)",The Son of Neptune ,2011.0,eng,Juvenil
295,1451627289,11/22/63,11/22/63,2011.0,eng,Ciencia ficción
296,0241003008,The Very Hungry Caterpillar Board Book,The Very Hungry Caterpillar,1969.0,eng,Infantil
297,0140285601,Cat's Cradle,Cat's Cradle,1963.0,eng,Ciencia ficción
298,0451528557,The Time Machine,The Time Machine,1895.0,eng,Clásicos
299,0849946158,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,,2010.0,eng,Religión y espiritualidad
300,0385751060,The Boy in the Striped Pajamas,The Boy in the Striped Pyjamas,2006.0,eng,Juvenil
301,1892295490,Heart of Darkness,Heart of Darkness,1899.0,eng,Clásicos
302,044654759X,Safe Haven,Safe Haven,2010.0,eng,Romántica
303,1582701709,"The Secret (The Secret, #1)",The Secret,2006.0,eng,Autoayuda
304,0060987561,I Know This Much Is True,I Know This Much Is True ,1998.0,eng,Ficción
305,1416524347,Pet Sematary,Pet Sematary,1983.0,eng,Terror
306,0671021001,She's Come Undone,She's Come Undone,1992.0,eng,Ficción
307,0756404738,"The Wise Man''s Fear (The Kingkiller Chronicle, #2)",The Wise Man's Fear,2011.0,eng,Fantasía
308,0440241901,Can You Keep a Secret?,Can You Keep a Secret?,2003.0,eng,Romántica
309,1442403543,"City of Fallen Angels (The Mortal Instruments, #4)",City of Fallen Angels,2011.0,eng,Juvenil
310,0743418174,"Good in Bed (Cannie Shapiro, #1)",Good in Bed,2001.0,eng,Ficción
311,0380018179,The Thorn Birds,The Thorn Birds,1977.0,eng,Ficción histórica
312,0060530928,The Graveyard Book,The Graveyard Book,2008.0,eng,Juvenil
313,1451681739,The Light Between Oceans,The Light Between Oceans,2012.0,eng,Ficción histórica
575,0099244721,Timeline,Timeline,1999.0,eng,Ciencia ficción
314,0439709105,"Inkheart (Inkworld, #1)",Tintenherz,2003.0,eng,Juvenil
315,0091883768,Who Moved My Cheese?,Who Moved My Cheese?,1998.0,eng,Autoayuda
316,0307279464,A Walk in the Woods,A Walk in the Woods,1997.0,eng,Viajes
317,0553279378,I Know Why the Caged Bird Sings,I Know Why the Caged Bird Sings,1969.0,eng,Memorias
318,0061950726,Orphan Train,Orphan Train,2013.0,eng,Ficción histórica
319,1442416866,"City of Lost Souls (The Mortal Instruments, #5)",City of Lost Souls,2012.0,eng,Juvenil
320,0316204277,"Where''d You Go, Bernadette","Where''d You Go, Bernadette",2012.0,eng,Ficción
321,0375806814,Where the Red Fern Grows,Where the Red Fern Grows,1961.0,,Infantil
322,0060557818,Neverwhere,Neverwhere,1996.0,eng,Fantasía
323,0571224385,The Unbearable Lightness of Being,Nesnesitelná lehkost bytí,1984.0,eng,Ficción
325,0552135399,A Prayer for Owen Meany,A Prayer for Owen Meany,1989.0,eng,Ficción
326,0316182540,White Oleander,White Oleander,1999.0,eng,Ficción
327,039925675X,"Legend (Legend, #1)",Legend,2011.0,eng,Juvenil
328,0743496728,Nineteen Minutes,Nineteen Minutes,2007.0,eng,Ficción
329,1401323251,The Last Lecture,The Last Lecture,2008.0,eng,Memorias
330,0812511816,"The Eye of the World (Wheel of Time, #1)",The Eye of the World,1990.0,eng,Fantasía
331,0061150142,The Pact,The Pact,1998.0,eng,Ficción
332,0060764902,"The Magician''s Nephew (Chronicles of Narnia, #6)",The magician's nephew,1953.0,eng,Infantil
333,0595440096,Still Alice,Still Alice,2007.0,eng,Ficción
334,0425263916,"Reflected in You (Crossfire, #2)",Reflected in You,2012.0,eng,Romántica
335,0375814248,James and the Giant Peach,James and the Giant Peach,1961.0,eng,Infantil
336,0446696617,"1st to Die (Women''s Murder Club, #1)",1st To Die,2001.0,eng,Thriller
337,0345453743,The Ultimate Hitchhiker's Guide to the Galaxy,The Ultimate Hitchhiker's Guide: Five Complete Novels and One Story,1996.0,eng,Ciencia ficción
338,0340896965,One Day,One Day,2009.0,eng,Romántica
339,0060775858,Goodnight Moon,,1947.0,eng,Infantil
340,0061969559,"I Am Number Four (Lorien Legacies, #1)",I Am Number Four,2010.0,eng,Juvenil
341,0140275363,The Iliad,Ἰλιάς,-750.0,eng,Clásicos
342,0316228532,The Casual Vacancy,The Casual Vacancy,2012.0,eng,Ficción
343,0385339690,The Runaway Jury,The Runaway Jury,1996.0,eng,Thriller
344,0316777730,Naked,Naked,1997.0,eng,Memorias
345,0375840400,"Eldest (The Inheritance Cycle, #2)",Eldest,2005.0,eng,Juvenil
346,0140621679,"The Wonderful Wizard of Oz (Oz, #1)",The Wonderful Wizard of Oz,1900.0,eng,Clásicos
347,000720230X,"Prince Caspian (Chronicles of Narnia, #2)",Prince Caspian: The Return to Narnia,1951.0,eng,Infantil
348,,We Were Liars,We Were Liars,2014.0,eng,Juvenil
349,0450031063,'Salem's Lot,Salem's Lot,1975.0,eng,Terror
350,0679785892,Fear and Loathing in Las Vegas,Fear and Loathing in Las Vegas: A Savage Journey to the Heart of the American Dream,1971.0,eng,Memorias
351,1416975888,"Clockwork Prince (The Infernal Devices, #2)",Clockwork Prince,2011.0,eng,Juvenil
352,0062268341,Yes Please,Yes Please,2014.0,eng,Memorias
353,0743477553,Othello,"The Tragedy of Othello, The Moor of Venice",1603.0,eng,Clásicos
354,1400033411,Beloved,Beloved,1987.0,eng,Ficción
355,015206396X,"Graceling (Graceling Realm, #1)",Graceling,2008.0,eng,Juvenil
356,0439206472,"The Bad Beginning (A Series of Unfortunate Events, #1)",The Bad Beginning,1999.0,eng,Infantil
357,0449213943,All Quiet on the Western Front,Im Westen nichts Neues,1929.0,eng,Clásicos
358,0679805273,"Oh, The Places You''ll Go!","Oh, the Places You''ll Go!",1990.0,eng,Infantil
359,159463176X,And the Mountains Echoed,And The Mountains Echoed,2012.0,eng,Ficción
360,0345404475,Do Androids Dream of Electric Sheep?,Do Androids Dream of Electric Sheep?,1968.0,eng,Ciencia ficción
361,0141439742,Oliver Twist,Oliver Twist,1838.0,eng,Clásicos
362,0060652896,The Screwtape Letters,A Grief Observed,1942.0,eng,Religión y espiritualidad
363,0525423273,"Anna and the French Kiss (Anna and the French Kiss, #1)",Anna and the French Kiss,2010.0,eng,Romántica
364,0007173040,How the Grinch Stole Christmas!,How the Grinch Stole Christmas!,1957.0,eng,Infantil
365,1401207928,V for Vendetta,V for Vendetta,1990.0,eng,Cómic y novela gráfica
366,0743223136,John Adams,John Adams,2001.0,eng,Biografía
367,0553384287,"Odd Thomas (Odd Thomas, #1)",Odd Thomas,2003.0,eng,Terror
368,0679879250,"The Subtle Knife (His Dark Materials, #2)",The Subtle Knife,1997.0,eng,Fantasía
369,0439488400,"Stargirl (Stargirl, #1)",Stargirl,2000.0,eng,Juvenil
370,1423113381,"The Red Pyramid (Kane Chronicles, #1)",The Red Pyramid,2010.0,eng,Juvenil
371,0441788386,Stranger in a Strange Land,Stranger in a Strange Land,1961.0,eng,Ciencia ficción
372,0965904830,Dress Your Family in Corduroy and Denim,Dress Your Family in Corduroy and Denim,2004.0,eng,Memorias
373,0141311371,The BFG,The BFG,1982.0,eng,Infantil
374,076790818X,A Short History of Nearly Everything,A Short History of Nearly Everything,2003.0,eng,Ciencia
375,0439227143,The Call of the Wild,The Call of the Wild,1903.0,eng,Clásicos
376,0385738773,"The Death Cure (Maze Runner, #3)",The Death Cure,2011.0,eng,Juvenil
377,0061142026,Stardust,Stardust,1999.0,eng,Fantasía
378,0618485228,The Namesake,The Namesake,2003.0,eng,Ficción
379,0670022411,"A Discovery of Witches (All Souls Trilogy, #1)",A Discovery of Witches,2011.0,eng,Fantasía
380,0375704027,Norwegian Wood,ノルウェイの森 [Noruwei no Mori],1987.0,eng,Ficción
381,0446672211,Where the Heart Is,Where the Heart Is,1995.0,eng,Ficción
382,0525421580,"Will Grayson, Will Grayson","Will Grayson, Will Grayson",2010.0,eng,Juvenil
383,0307276902,A Million Little Pieces,A Million Little Pieces,2003.0,eng,Memorias
384,1595141758,"Frostbite (Vampire Academy, #2)",Frostbite,2008.0,eng,Juvenil
385,0307352145,Quiet: The Power of Introverts in a World That Can't Stop Talking,Quiet: The Power of Introverts in a World that Can't Stop Talking,2012.0,eng,Psicología
386,0440439884,"Island of the Blue Dolphins (Island of the Blue Dolphins, #1)",Island of the Blue Dolphins,1960.0,eng,Juvenil
387,0142437336,The Crucible,The Crucible,1953.0,eng,Clásicos
388,0689840926,"Hatchet (Brian''s Saga, #1)",Hatchet,1986.0,eng,Juvenil
389,076531178X,"The Final Empire (Mistborn, #1)",Mistborn : The Final Empire,2006.0,eng,Fantasía
390,0451528956,The Strange Case of Dr. Jekyll and Mr. Hyde,The Strange Case of Dr Jekyll and Mr Hyde,1886.0,eng,Clásicos
391,0679889108,The Lorax,The Lorax,1971.0,eng,Infantil
392,0810993139,"Diary of a Wimpy Kid (Diary of a Wimpy Kid, #1)",Greg Heffley's Journal,2004.0,eng,Infantil
393,1599906953,"Throne of Glass (Throne of Glass, #1)",Throne of Glass,2012.0,eng,Fantasía
394,1595141979,"Shadow Kiss (Vampire Academy, #3)",Shadow Kiss,2008.0,eng,Juvenil
395,0684803356,For Whom the Bell Tolls,For Whom the Bell Tolls,1940.0,eng,Clásicos
396,0345505336,Hotel on the Corner of Bitter and Sweet,Hotel on the Corner of Bitter and Sweet,2009.0,eng,Ficción histórica
397,0140120831,Perfume: The Story of a Murderer,Das Parfum. Die Geschichte eines Mörders,1985.0,eng,Ficción
398,0060838582,Fast Food Nation: The Dark Side of the All-American Meal,Fast Food Nation : The Dark Side of the All-American Meal ,2001.0,eng,No ficción
399,0747599874,The Tales of Beedle the Bard,The Tales of Beedle the Bard,2007.0,eng,Fantasía
400,0441569595,Neuromancer,Neuromancer,1984.0,eng,Ciencia ficción
401,0099910101,A Farewell to Arms,A Farewell to Arms,1929.0,eng,Clásicos
402,0553212281,The Tell-Tale Heart and Other Writings,The Tell-Tale Heart,1843.0,eng,Clásicos
403,1590302257,The Art of War,孫子兵法 [Sūnzi bīngfǎ],-500.0,eng,Clásicos
404,0385344228,Defending Jacob,Defending Jacob,2012.0,eng,Thriller
405,0385334206,Breakfast of Champions,Breakfast of Champions,1973.0,eng,Ficción
406,0874774241,The New Drawing on the Right Side of the Brain,Drawing on the Right Side of the Brain,1979.0,eng,Arte
407,0060838728,Bel Canto,Bel Canto,2001.0,eng,Ficción
408,0739467352,"Guns, Germs, and Steel: The Fates of Human Societies","Guns, Germs, and Steel: The Fates of Human Societies",1997.0,eng,Historia
409,0375508414,Fried Green Tomatoes at the Whistle Stop Cafe,Fried Green Tomatoes at the Whistle Stop Cafe,1987.0,,Ficción
410,0385474547,"Things Fall Apart (The African Trilogy, #1)",Things Fall Apart,1958.0,eng,Clásicos
411,0385338694,The Undomestic Goddess,The Undomestic Goddess,2005.0,eng,Romántica
412,1881273156,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,1990.0,eng,Autoayuda
413,,The Three Musketeers,Les Trois Mousquetaires,1844.0,,Clásicos
414,1416589643,Little Bee,The Other Hand,2008.0,eng,Ficción
415,031253275X,"Evermore (The Immortals, #1)",Evermore,2009.0,eng,Juvenil
416,0590032496,The Witches,The Witches,1983.0,eng,Infantil
417,0743298020,The Thirteenth Tale,The Thirteenth Tale,2006.0,eng,Misterio
418,1595142509,"Spirit Bound (Vampire Academy, #5)",Spirit Bound,2010.0,eng,Juvenil
419,1595141987,"Blood Promise (Vampire Academy, #4)",Blood Promise,2009.0,eng,Juvenil
420,0446676071,Message in a Bottle,Message in a Bottle,1998.0,eng,Romántica
421,0345521307,The Paris Wife,The Paris Wife,2011.0,eng,Ficción histórica
422,0545044251,"Harry Potter Boxset (Harry Potter, #1-7)",Complete Harry Potter Boxed Set,1998.0,eng,Juvenil
423,0062059963,"The Elite (The Selection, #2)",The Elite,2013.0,eng,Juvenil
424,0156001314,The Name of the Rose,Il nome della rosa,1980.0,eng,Misterio
425,1416914633,Go Ask Alice,Go Ask Alice,1971.0,eng,Juvenil
426,0802130208,A Confederacy of Dunces,A Confederacy of Dunces,1980.0,eng,Ficción
427,158049580X,The Importance of Being Earnest,The Importance of Being Earnest,1895.0,eng,Clásicos
428,1423140605,"The Mark of Athena (The Heroes of Olympus, #3)",The Mark of Athena,2012.0,eng,Juvenil
429,0060855924,"The Color of Magic (Discworld, #1; Rincewind #1)",The Colour of Magic,1983.0,eng,Fantasía
430,1400079276,Kafka on the Shore,海辺のカフカ [Umibe no Kafuka],2002.0,eng,Ficción
431,0525945563,"Red Dragon (Hannibal Lecter, #1)",Red Dragon,1981.0,eng,Thriller
432,0553803700,"I, Robot (Robot #0.1)","I, Robot",1950.0,eng,Ciencia ficción
433,0451216954,"Dark Lover (Black Dagger Brotherhood, #1)",Dark Lover,2005.0,eng,Romántica
434,1416989439,"Crescendo (Hush, Hush, #2)",Crescendo,2010.0,eng,Juvenil
435,0061726818,Before I Fall,Before I Fall,2010.0,eng,Juvenil
436,0679457313,The God of Small Things,The God of Small Things,1997.0,eng,Ficción
437,0670024783,The Invention of Wings,The Invention of Wings,2014.0,eng,Ficción histórica
438,0141043768,What Alice Forgot,What Alice Forgot,2009.0,eng,Ficción
439,0553380168,A Brief History of Time,A Brief History of Time: From the Big Bang to Black Holes,1987.0,eng,Ciencia
440,0525951652,"Fall of Giants (The Century Trilogy, #1)",Fall of Giants,2010.0,eng,Ficción histórica
